uid,participant_id,trial_num_target_based,first_entry_index,time_of_first_entry,task_time,number_of_clicks,last_url,pages_visited,variant,Comments
Windows-Chrome-6037541208831418,51736,TBD,948,18/4/2025 22:55,34.68,14,https://cs4249-experiment-setup.vercel.app/contact-details.html?variant=login-b-home-a&participant_id=51736,"login-b.html, homepage-a.html, academics.html, course-registration.html, view-classes.html, financials.html, manage-student-finance.html, personal-info.html, contact-details.html",D,training
Windows-Chrome-6037541208831418,51736,view_class_info,962,18/4/2025 22:56,18.218,5,https://cs4249-experiment-setup.vercel.app/view-classes.html?variant=login-a-home-a&participant_id=51736,"login-a.html, homepage-a.html, academics.html, course-registration.html, view-classes.html",A,
Windows-Chrome-6037541208831418,51736,view_personal_info,967,18/4/2025 22:57,41.107,12,https://cs4249-experiment-setup.vercel.app/personal-info.html?variant=login-a-home-a&participant_id=51736,"login-a.html, homepage-a.html, personal-info.html, contact-details.html, addresses.html",A,
Windows-Chrome-6037541208831418,51736,view_finance_info,979,18/4/2025 22:58,18.659,5,https://cs4249-experiment-setup.vercel.app/manage-student-finance.html?variant=login-a-home-a&participant_id=51736,"login-a.html, homepage-a.html, financials.html, manage-student-finance.html",A,
Windows-Chrome-6037541208831418,51736,view_class_info,984,18/4/2025 22:59,10.98,5,https://cs4249-experiment-setup.vercel.app/view-classes.html?variant=login-b-home-b&participant_id=51736,"login-b.html, homepage-b.html, course-registration.html, view-classes.html",B,
Windows-Chrome-6037541208831418,51736,view_personal_info,989,18/4/2025 22:59,14.303,4,https://cs4249-experiment-setup.vercel.app/contact-details.html?variant=login-b-home-b&participant_id=51736,"login-b.html, homepage-b.html, personal-info.html, contact-details.html",B,
Windows-Chrome-6037541208831418,51736,view_finance_info,993,18/4/2025 23:00,4.005,4,https://cs4249-experiment-setup.vercel.app/manage-student-finance.html?variant=login-b-home-b&participant_id=51736,"login-b.html, homepage-b.html, financials-b.html, manage-student-finance.html",B,
Windows-Chrome-6037541208831418,51736,view_finance_info,997,18/4/2025 23:00,7.05,6,https://cs4249-experiment-setup.vercel.app/manage-student-finance.html?variant=login-b-home-b&participant_id=51736,"login-b.html, homepage-b.html, financials-b.html, manage-student-finance.html",B,
Windows-Chrome-6037541208831418,51736,view_all_task,1003,18/4/2025 23:01,55.404,10,https://cs4249-experiment-setup.vercel.app/manage-student-finance.html?variant=login-a-home-b&participant_id=51736,"login-a.html, homepage-b.html, course-registration.html, view-classes.html, personal-info.html, addresses.html, financials-b.html, manage-student-finance.html",C,3 in 1
Windows-Chrome-6037541208831418,51736,view_class_and_personal_info,1013,18/4/2025 23:02,49.448,23,https://cs4249-experiment-setup.vercel.app/contact-details.html?variant=login-b-home-a&participant_id=51736#,"login-b.html, homepage-a.html, academics.html, course-registration.html, view-classes.html, personal-info.html, contact-details.html",D,2 in 1
Windows-Chrome-6037541208831418,51736,view_finance_info,1036,18/4/2025 23:03,8.078,4,https://cs4249-experiment-setup.vercel.app/manage-student-finance.html?variant=login-b-home-a&participant_id=51736,"login-b.html, homepage-a.html, financials.html, manage-student-finance.html",D,
Windows-Chrome-8756201336712314,86306,view_personal_info,1773,20/4/2025 19:14,45.731,7,https://cs4249-experiment-setup.vercel.app/personal-info.html?variant=login-b-home-a&participant_id=86306,"login-b.html, homepage-a.html, academics.html, course-registration.html, view-classes.html, personal-info.html",D,
Windows-Chrome-8756201336712314,86306,view_personal_info,1780,20/4/2025 19:15,4.004,3,https://cs4249-experiment-setup.vercel.app/personal-info.html?variant=login-b-home-a&participant_id=86306,"login-b.html, homepage-a.html, personal-info.html",D,
Windows-Chrome-8756201336712314,86306,view_finance_info,1783,20/4/2025 19:16,79.097,8,https://cs4249-experiment-setup.vercel.app/homepage-a.html?variant=login-b-home-a&participant_id=86306,"login-b.html, homepage-a.html, financials.html, manage-student-finance.html",D,
Windows-Chrome-8756201336712314,86306,view_all_task,1791,20/4/2025 19:18,58.129,13,https://cs4249-experiment-setup.vercel.app/manage-student-finance.html?variant=login-a-home-b&participant_id=86306,"login-a.html, homepage-b.html, course-registration.html, view-classes.html, personal-info.html, addresses.html, financials-b.html, manage-student-finance.html",C,3 in 1
Windows-Chrome-8756201336712314,86306,view_class_and_personal_info,1804,20/4/2025 19:19,50.38,19,https://cs4249-experiment-setup.vercel.app/personal-info.html?variant=login-b-home-b&participant_id=86306,"login-b.html, homepage-b.html, course-registration.html, view-classes.html, personal-info.html, contact-details.html",B,2 in 1
Windows-Chrome-8756201336712314,86306,view_finance_info,1823,20/4/2025 19:20,10.164,5,https://cs4249-experiment-setup.vercel.app/manage-student-finance.html?variant=login-b-home-b&participant_id=86306,"login-b.html, homepage-b.html, financials-b.html, manage-student-finance.html",B,
Windows-Chrome-8756201336712314,86306,view_finance_info,1835,20/4/2025 19:22,3.638,4,https://cs4249-experiment-setup.vercel.app/manage-student-finance.html?variant=login-a-home-a&participant_id=86306,"login-a.html, homepage-a.html, financials.html, manage-student-finance.html",A,
Windows-Chrome-899490973888265,59009,view_personal_info,1539,20/4/2025 11:06,27.966,6,https://cs4249-experiment-setup.vercel.app/personal-info.html?variant=login-b-home-b&participant_id=59009#,"login-b.html, homepage-b.html, personal-info.html",B,
Windows-Chrome-899490973888265,59009,view_finance_info,1545,20/4/2025 11:07,22.069,6,https://cs4249-experiment-setup.vercel.app/manage-student-finance.html?variant=login-b-home-b&participant_id=59009,"login-b.html, homepage-b.html, financials-b.html, manage-student-finance.html",B,
Windows-Chrome-899490973888265,59009,view_finance_info,1558,20/4/2025 11:09,5.045,4,https://cs4249-experiment-setup.vercel.app/manage-student-finance.html?variant=login-a-home-a&participant_id=59009,"login-a.html, homepage-a.html, financials.html, manage-student-finance.html",A,
Windows-Chrome-899490973888265,59009,view_personal_info,1566,20/4/2025 11:11,5.644,3,https://cs4249-experiment-setup.vercel.app/personal-info.html?variant=login-b-home-a&participant_id=59009,"login-b.html, homepage-a.html, personal-info.html",D,
Windows-Chrome-899490973888265,59009,view_finance_info,1569,20/4/2025 11:11,5.207,4,https://cs4249-experiment-setup.vercel.app/manage-student-finance.html?variant=login-b-home-a&participant_id=59009,"login-b.html, homepage-a.html, financials.html, manage-student-finance.html",D,
Windows-Chrome-899490973888265,59009,view_personal_info,1573,20/4/2025 11:14,39.866,8,https://cs4249-experiment-setup.vercel.app/contact-details.html?variant=login-a-home-b&participant_id=59009,"login-a.html, homepage-b.html, course-registration.html, personal-info.html, contact-details.html",C,
Windows-Chrome-899490973888265,59009,view_finance_info,1581,20/4/2025 11:15,6.079,6,https://cs4249-experiment-setup.vercel.app/manage-student-finance.html?variant=login-a-home-b&participant_id=59009,"login-a.html, homepage-b.html, financials-b.html, manage-student-finance.html",C,
